rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
2569,T10282,Financial Risk and Volatility Modeling,0.0,consistent,Finance,0.19,Finance,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2570,T10283,Hearing Loss and Rehabilitation,0.0,insufficient_evidence,Cognitive Neuroscience,0.0,Oncology,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2571,T10286,Information Retrieval and Search Behavior,0.0,consistent,Information Systems,0.6,Information Systems,0.6,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2572,T10287,Algebraic structures and combinatorial models,0.0,insufficient_evidence,Geometry and Topology,0.0,Mathematical Physics,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2573,T10289,European Union Policy and Governance,0.0,consistent,Political Science and International Relations,0.41818181818181815,Political Science and International Relations,0.41818181818181815,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2574,T10292,Acute Myocardial Infarction Research,0.0,consistent,Cardiology and Cardiovascular Medicine,0.33636363636363636,Cardiology and Cardiovascular Medicine,0.33636363636363636,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2575,T10293,Thyroid Disorders and Treatments,0.0,consistent,"Endocrinology, Diabetes and Metabolism",0.1,"Endocrinology, Diabetes and Metabolism",0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2576,T10294,Cell death mechanisms and regulation,0.0,consistent,Molecular Biology,0.2872852233676976,Molecular Biology,0.2872852233676976,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2577,T10296,Vector-borne infectious diseases,0.0,consistent,Parasitology,0.19999999999999998,Parasitology,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2578,T10297,Philosophical Ethics and Theory,0.0,consistent,Philosophy,0.2923076923076923,Philosophy,0.2923076923076923,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2579,T10298,Urban Transport and Accessibility,0.0,insufficient_evidence,Transportation,0.0,Literature and Literary Theory,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2580,T10301,Mitochondrial Function and Pathology,0.0,consistent,Molecular Biology,0.27,Molecular Biology,0.27,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2581,T10303,Photosynthetic Processes and Mechanisms,0.0,insufficient_evidence,Molecular Biology,0.0,Electrical and Electronic Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2582,T10304,Geometric and Algebraic Topology,0.0,insufficient_evidence,Geometry and Topology,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2583,T10310,Corrosion Behavior and Inhibition,0.0,insufficient_evidence,Materials Chemistry,0.0,Spectroscopy,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2584,T10311,Advancements in Solid Oxide Fuel Cells,0.0,consistent,Materials Chemistry,0.5,Materials Chemistry,0.5,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2585,T10312,"Health, Nursing, Elderly Care",0.0,consistent,General Health Professions,0.46315789473684205,General Health Professions,0.46315789473684205,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2586,T10314,Social and Intergroup Psychology,0.0,consistent,Sociology and Political Science,0.25,Sociology and Political Science,0.25,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2587,T10316,Sleep and related disorders,0.0,insufficient_evidence,Experimental and Cognitive Psychology,0.0,Surgery,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2588,T10317,Advanced Database Systems and Queries,0.0,insufficient_evidence,Computer Networks and Communications,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2589,T10318,Criminal Justice and Corrections Analysis,0.0,insufficient_evidence,Sociology and Political Science,0.18,Law,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2590,T10319,"Conservation, Biodiversity, and Resource Management",0.0,consistent,Global and Planetary Change,0.2833333333333333,Global and Planetary Change,0.2833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2591,T10322,Respiratory Support and Mechanisms,0.0,insufficient_evidence,Pulmonary and Respiratory Medicine,1.0,Pulmonary and Respiratory Medicine,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2592,T10325,Astro and Planetary Science,0.0,insufficient_evidence,Astronomy and Astrophysics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2593,T10331,Video Surveillance and Tracking Methods,0.0,consistent,Computer Vision and Pattern Recognition,0.3,Computer Vision and Pattern Recognition,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2594,T10334,"Hearing, Cochlea, Tinnitus, Genetics",0.0,insufficient_evidence,Sensory Systems,0.0,Epidemiology,0.14285714285714285,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2595,T10337,Liver Disease and Transplantation,0.0,insufficient_evidence,Hepatology,0.0,Critical Care and Intensive Care Medicine,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2596,T10339,Advanced Numerical Methods in Computational Mathematics,0.0,consistent,Computational Mechanics,0.859375,Computational Mechanics,0.859375,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2597,T10345,Hematopoietic Stem Cell Transplantation,0.0,consistent,Hematology,0.25,Hematology,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2598,T10348,"Indigenous Health, Education, and Rights",0.0,insufficient_evidence,Health,0.09,Education,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2599,T10350,Electronic Health Records Systems,0.0,insufficient_evidence,Health Information Management,0.0,Artificial Intelligence,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2600,T10354,Catalytic C–H Functionalization Methods,0.0,consistent,Organic Chemistry,1.0,Organic Chemistry,1.0,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2601,T10355,Impact of Technology on Adolescents,0.0,insufficient_evidence,Sociology and Political Science,0.09,Communication,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2602,T10356,Orthodontics and Dentofacial Orthopedics,0.0,insufficient_evidence,Orthodontics,0.0,Economics and Econometrics,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2603,T10359,Dental Implant Techniques and Outcomes,0.0,insufficient_evidence,Oral Surgery,0.0,Biomedical Engineering,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2604,T10360,Fluid Dynamics and Turbulent Flows,0.0,consistent,Computational Mechanics,0.43846153846153846,Computational Mechanics,0.43846153846153846,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2605,T10361,Silicon Carbide Semiconductor Technologies,0.0,consistent,Electrical and Electronic Engineering,0.3,Electrical and Electronic Engineering,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2606,T10363,Low-power high-performance VLSI design,0.0,consistent,Electrical and Electronic Engineering,0.4,Electrical and Electronic Engineering,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2607,T10364,Reproductive Biology and Fertility,0.0,insufficient_evidence,"Public Health, Environmental and Occupational Health",0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2608,T10365,Gastrointestinal motility and disorders,0.0,insufficient_evidence,Gastroenterology,0.0,Food Science,0.15833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2609,T10367,Agricultural Innovations and Practices,0.0,consistent,General Agricultural and Biological Sciences,0.1357142857142857,General Agricultural and Biological Sciences,0.1357142857142857,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2610,T10369,Advanced MEMS and NEMS Technologies,0.0,consistent,Electrical and Electronic Engineering,0.55,Electrical and Electronic Engineering,0.55,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2611,T10370,Traffic and Road Safety,0.0,insufficient_evidence,"Safety, Risk, Reliability and Quality",0.0,Safety Research,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2612,T10371,Immune Response and Inflammation,0.0,insufficient_evidence,Immunology,0.0,Cell Biology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2613,T10374,Advanced Graph Theory Research,0.0,consistent,Computational Theory and Mathematics,0.296875,Computational Theory and Mathematics,0.296875,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2614,T10377,Metal and Thin Film Mechanics,0.0,consistent,Mechanics of Materials,0.36153846153846153,Mechanics of Materials,0.36153846153846153,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2615,T10384,Laser-Plasma Interactions and Diagnostics,0.0,insufficient_evidence,Nuclear and High Energy Physics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2616,T10385,Plant Diversity and Evolution,0.0,consistent,"Ecology, Evolution, Behavior and Systematics",0.6222222222222221,"Ecology, Evolution, Behavior and Systematics",0.6222222222222221,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2617,T10386,Microstructure and Mechanical Properties of Steels,0.0,consistent,Mechanical Engineering,0.5,Mechanical Engineering,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2618,T10387,Fatty Acid Research and Health,0.0,consistent,Nutrition and Dietetics,0.19999999999999998,Nutrition and Dietetics,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2619,T10388,Advanced Steganography and Watermarking Techniques,0.0,consistent,Computer Vision and Pattern Recognition,0.3,Computer Vision and Pattern Recognition,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2620,T10392,Cutaneous Melanoma Detection and Management,0.0,insufficient_evidence,Oncology,0.0,Genetics,0.14615384615384616,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2621,T10393,Economic Growth and Productivity,0.0,consistent,Economics and Econometrics,0.31089494163424125,Economics and Econometrics,0.31089494163424125,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2622,T10395,Construction Project Management and Performance,0.0,consistent,Management Science and Operations Research,0.17272727272727273,Management Science and Operations Research,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2623,T10396,Fatigue and fracture mechanics,0.0,insufficient_evidence,Mechanics of Materials,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2624,T10397,Nutrition and Health in Aging,0.0,consistent,Physiology,0.4,Physiology,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2625,T10399,Hydrocarbon exploration and reservoir analysis,0.0,insufficient_evidence,Mechanics of Materials,0.0,Biomedical Engineering,0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2626,T10401,Diabetes Treatment and Management,0.0,consistent,"Endocrinology, Diabetes and Metabolism",0.34545454545454546,"Endocrinology, Diabetes and Metabolism",0.34545454545454546,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2627,T10406,Planetary Science and Exploration,0.0,insufficient_evidence,Astronomy and Astrophysics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2628,T10407,Lipid Membrane Structure and Behavior,0.0,consistent,Molecular Biology,0.14285714285714285,Molecular Biology,0.14285714285714285,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2629,T10409,Fuel Cells and Related Materials,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2630,T10412,Microfluidic and Capillary Electrophoresis Applications,0.0,consistent,Biomedical Engineering,0.37,Biomedical Engineering,0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2631,T10416,Traumatic Brain Injury Research,0.0,insufficient_evidence,Epidemiology,0.09,Pathology and Forensic Medicine,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2632,T10417,Lung Cancer Treatments and Mutations,0.0,consistent,Pulmonary and Respiratory Medicine,0.2545454545454545,Pulmonary and Respiratory Medicine,0.2545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2633,T10419,Pharmaceutical and Antibiotic Environmental Impacts,0.0,consistent,Pollution,0.2,Pollution,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2634,T10420,Intracranial Aneurysms: Treatment and Complications,0.0,insufficient_evidence,Neurology,0.5,Neurology,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2635,T10421,Pleistocene-Era Hominins and Archaeology,0.0,insufficient_evidence,Anthropology,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2636,T10422,Angiogenesis and VEGF in Cancer,0.0,insufficient_evidence,Molecular Biology,0.0,Ophthalmology,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2637,T10424,Electric Power System Optimization,0.0,consistent,Electrical and Electronic Engineering,0.3,Electrical and Electronic Engineering,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2638,T10425,Cold Atom Physics and Bose-Einstein Condensates,0.0,consistent,"Atomic and Molecular Physics, and Optics",0.5625,"Atomic and Molecular Physics, and Optics",0.5625,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2639,T10426,Child Abuse and Trauma,0.0,consistent,Clinical Psychology,0.5105058365758754,Clinical Psychology,0.5105058365758754,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2640,T10428,Reproductive tract infections research,0.0,insufficient_evidence,Microbiology,0.0,Infectious Diseases,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2641,T10429,EEG and Brain-Computer Interfaces,0.0,insufficient_evidence,Cognitive Neuroscience,0.0,Developmental and Educational Psychology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2642,T10430,Software Engineering Techniques and Practices,0.0,insufficient_evidence,Information Systems,0.0,Artificial Intelligence,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2643,T10432,DNA and Nucleic Acid Chemistry,0.0,consistent,Molecular Biology,0.2,Molecular Biology,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2644,T10433,Carcinogens and Genotoxicity Assessment,0.0,insufficient_evidence,Cancer Research,0.0,Conservation,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2645,T10434,Chromosomal and Genetic Variations,0.0,consistent,Plant Science,0.3,Plant Science,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2646,T10436,Anesthesia and Sedative Agents,0.0,insufficient_evidence,Anesthesiology and Pain Medicine,0.0,Small Animals,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2647,T10437,Educational theories and practices,0.0,consistent,Education,0.34140969162995594,Education,0.34140969162995594,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2648,T10440,Advanced Thermoelectric Materials and Devices,0.0,consistent,Materials Chemistry,0.3,Materials Chemistry,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2649,T10441,Muscle Physiology and Disorders,0.0,consistent,Molecular Biology,0.3,Molecular Biology,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2650,T10442,Knee injuries and reconstruction techniques,0.0,insufficient_evidence,Surgery,0.0,"Physical Therapy, Sports Therapy and Rehabilitation",1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2651,T10443,Social Policy and Reform Studies,0.0,consistent,Political Science and International Relations,0.3813953488372093,Political Science and International Relations,0.3813953488372093,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2652,T10445,Antioxidant Activity and Oxidative Stress,0.0,insufficient_evidence,Biochemistry,0.10693069306930694,Clinical Biochemistry,0.15148514851485148,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2653,T10447,Environmental Toxicology and Ecotoxicology,0.0,consistent,"Health, Toxicology and Mutagenesis",0.2923076923076923,"Health, Toxicology and Mutagenesis",0.2923076923076923,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2654,T10449,Renal cell carcinoma treatment,0.0,insufficient_evidence,Pulmonary and Respiratory Medicine,0.18521400778210118,Neurology,0.19961089494163425,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2655,T10453,Maternal and Perinatal Health Interventions,0.0,insufficient_evidence,Obstetrics and Gynecology,0.6785714285714286,Obstetrics and Gynecology,0.6785714285714286,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2656,T10454,Optimal Power Flow Distribution,0.0,consistent,Electrical and Electronic Engineering,0.17272727272727273,Electrical and Electronic Engineering,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2657,T10455,Foot and Ankle Surgery,0.0,insufficient_evidence,Orthopedics and Sports Medicine,0.0,Epidemiology,0.14615384615384616,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2658,T10456,Multi-Agent Systems and Negotiation,0.0,insufficient_evidence,Artificial Intelligence,0.08181818181818182,Management Information Systems,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2659,T10457,Education Pedagogy and Practices,0.0,consistent,Education,0.66,Education,0.66,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2660,T10460,Electronic Packaging and Soldering Technologies,0.0,consistent,Electrical and Electronic Engineering,0.2,Electrical and Electronic Engineering,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2661,T10462,Reinforcement Learning in Robotics,0.0,consistent,Artificial Intelligence,0.2444444444444444,Artificial Intelligence,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2662,T10463,Pulsars and Gravitational Waves Research,0.0,insufficient_evidence,Astronomy and Astrophysics,0.5,Astronomy and Astrophysics,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2663,T10466,Meteorological Phenomena and Simulations,0.0,insufficient_evidence,Atmospheric Science,0.0,Ocean Engineering,0.23170731707317074,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2664,T10467,Psychometric Methodologies and Testing,0.0,insufficient_evidence,Management Science and Operations Research,0.0,"Ecology, Evolution, Behavior and Systematics",0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2665,T10469,Psoriasis: Treatment and Pathogenesis,0.0,consistent,Immunology,0.2,Immunology,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2666,T10470,Usability and User Interface Design,0.0,insufficient_evidence,Human-Computer Interaction,0.18,Philosophy,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2667,T10472,Semiconductor materials and devices,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.5,Electrical and Electronic Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2668,T10473,Postharvest Quality and Shelf Life Management,0.0,consistent,Plant Science,0.4,Plant Science,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2669,T10477,Astrophysics and Star Formation Studies,0.0,consistent,Astronomy and Astrophysics,0.3835616438356164,Astronomy and Astrophysics,0.3835616438356164,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2670,T10483,Nerve injury and regeneration,0.0,insufficient_evidence,Cellular and Molecular Neuroscience,0.09,Pharmacology,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2671,T10488,Nanocomposite Films for Food Packaging,0.0,consistent,Biomaterials,0.5434782608695652,Biomaterials,0.5434782608695652,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2672,T10490,Orbital Angular Momentum in Optics,0.0,insufficient_evidence,"Atomic and Molecular Physics, and Optics",0.0,Computer Vision and Pattern Recognition,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2673,T10493,Ion channel regulation and function,0.0,consistent,Molecular Biology,0.3,Molecular Biology,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2674,T10494,Plant Virus Research Studies,0.0,consistent,Plant Science,0.6666666666666666,Plant Science,0.6666666666666666,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2675,T10496,Pharmaceutical Practices and Patient Outcomes,0.0,insufficient_evidence,Geriatrics and Gerontology,0.0,"Public Health, Environmental and Occupational Health",0.14285714285714285,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2676,T10497,Fungal and yeast genetics research,0.0,consistent,Molecular Biology,0.33636363636363636,Molecular Biology,0.33636363636363636,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2677,T10499,Folate and B Vitamins Research,0.0,insufficient_evidence,Rheumatology,0.0,Surgery,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2678,T10505,Pluripotent Stem Cells Research,0.0,consistent,Molecular Biology,0.7,Molecular Biology,0.7,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2679,T10506,Aquaculture disease management and microbiota,0.0,insufficient_evidence,Immunology,0.0,Animal Science and Zoology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2680,T10510,Stroke Rehabilitation and Recovery,0.0,insufficient_evidence,Rehabilitation,0.0,Pathology and Forensic Medicine,0.14285714285714285,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2681,T10512,Orthopaedic implants and arthroplasty,0.0,insufficient_evidence,Surgery,1.0,Surgery,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2682,T10514,Numerical methods in engineering,0.0,consistent,Mechanics of Materials,0.6666666666666666,Mechanics of Materials,0.6666666666666666,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2683,T10516,Parathyroid Disorders and Treatments,0.0,consistent,Nephrology,0.4,Nephrology,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2684,T10518,Gallbladder and Bile Duct Disorders,0.0,insufficient_evidence,Pulmonary and Respiratory Medicine,0.0,Surgery,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2685,T10519,Advanced Proteomics Techniques and Applications,0.0,consistent,Spectroscopy,0.19,Spectroscopy,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2686,T10520,Mycotoxins in Agriculture and Food,0.0,consistent,Plant Science,0.1872262773722628,Plant Science,0.1872262773722628,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2687,T10523,Atomic and Molecular Physics,0.0,insufficient_evidence,"Atomic and Molecular Physics, and Optics",1.0,"Atomic and Molecular Physics, and Optics",1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2688,T10524,Traffic control and management,0.0,insufficient_evidence,Control and Systems Engineering,0.0,Building and Construction,0.296875,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2689,T10526,HIV/AIDS drug development and treatment,0.0,insufficient_evidence,Infectious Diseases,0.16363636363636364,Emergency Medicine,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2690,T10527,High-Energy Particle Collisions Research,0.0,consistent,Nuclear and High Energy Physics,0.3333333333333333,Nuclear and High Energy Physics,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2691,T10531,Advanced Vision and Imaging,0.0,consistent,Computer Vision and Pattern Recognition,0.6,Computer Vision and Pattern Recognition,0.6,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2692,T10533,Teaching and Learning Programming,0.0,insufficient_evidence,Computer Science Applications,0.09,Automotive Engineering,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2693,T10535,Landslides and related hazards,0.0,insufficient_evidence,"Management, Monitoring, Policy and Law",0.0,Building and Construction,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2694,T10540,Advanced Fluorescence Microscopy Techniques,0.0,insufficient_evidence,Biophysics,0.0,Biomedical Engineering,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2695,T10543,Prostate Cancer Treatment and Research,0.0,consistent,Pulmonary and Respiratory Medicine,0.25136186770428015,Pulmonary and Respiratory Medicine,0.25136186770428015,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2696,T10548,Catalytic Cross-Coupling Reactions,0.0,consistent,Organic Chemistry,1.0,Organic Chemistry,1.0,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2697,T10549,Neonatal Respiratory Health Research,0.0,insufficient_evidence,Pulmonary and Respiratory Medicine,0.140625,"Radiology, Nuclear Medicine and Imaging",0.296875,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2698,T10555,Fire effects on ecosystems,0.0,consistent,Global and Planetary Change,0.37777777777777777,Global and Planetary Change,0.37777777777777777,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2699,T10558,Advancements in Semiconductor Devices and Circuit Design,0.0,insufficient_evidence,Electrical and Electronic Engineering,1.0,Electrical and Electronic Engineering,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
